transaction_id,user_id,amount,timestamp
0bff1f13-b847-422b-a2f7-eec318bcc2b0,92f77545-1113-4b41-bea6-ab25fe8b64fd,3499.55,2025-06-16T15:00:00
d1e43fc3-5889-495b-8ebc-ed35326f093a,65eedc06-0948-418f-82db-3c75822535e7,27516.16,2025-06-09T04:00:00
298db4bd-dfb1-420d-8665-6133e1d5a8a8,a1fa6a17-1d56-42b2-a859-b629dcb549dd,3460.42,2025/06/01
f2cd49f4-779e-4ece-a214-ec1618eea737,3c9328e0-ba7a-442a-bf09-9491e6eb25f6,-3082.07,2025-07-03T21:00:00
8e27b3d1-7f7f-4e36-a7e2-f016061b6000,206a2140-347c-4b1b-9072-e5fa19789ff6,38029.59,2025-06-06T17:00:00
4ff023b7-7f74-4e50-bb9f-782adfdde654,7f19e52b-fbbe-4f9b-a0af-4cf4f4b64024,185513.71,2025-07-06T23:00:00
ebb309c1-4993-445e-9fc6-41b14f4d9ce7,13d74b98-aa17-49cb-9661-c3fb5f5cfea4,19832.93,2025-06-23T19:00:00
57cbe4ad-4c88-4992-8862-d932eb3bd8e8,63a2a40c-5b28-49ac-b6d6-24029dcad869,30968.84,2025-06-10T23:00:00
1e28ae09-60e0-48fe-8bbe-767c3e02672a,22e80bfe-5076-4219-8541-9226dcd55ce4,1019.96,2025-06-23T00:00:00
32d7926c-82e8-435f-8830-83c394bc5f05,931f32aa-8372-4484-a52f-393861106180,10966.6,2025-06-04T13:00:00
41aafd30-6818-45e8-b089-3d80ae8ef9f1,73dc2d0f-afe6-4d1e-aae1-16488b731b6f,42671.69,2025-06-21T04:00:00
ca41243a-0588-41d7-a88f-0373e5734156,310d5b91-0a61-4a10-828a-e6661a409d90,11640.08,2025-06-02T21:00:00
c0f48219-d1e6-40bf-b8aa-f5f969111a49,b392b0e4-695c-4e9d-bf0a-8ebb08e65685,4891.93,01-06-2025
184d6fb1-52eb-46d3-93e8-1e295c3381f8,e9fac5ca-111a-4e7e-aea7-b52993f72ef6,18241.88,2025-06-03T01:00:00
ba8757de-2d70-450f-8f6f-f32990795d3b,c952e62e-8471-4712-8d2a-5a8f0fdb9a26,6314.72,2025-06-27T19:00:00
b6c4af53-81bd-4ad2-819a-b23e13fd685b,96ea90cf-733d-42d5-a2b4-bb6fc9113cda,15985.84,2025-06-20T07:00:00
a20b8512-481f-4467-b6cf-a06f8659dee9,bdc9da52-372b-41f1-81ca-efac1afc869e,24426.62,2025-06-12T20:00:00
4e803786-bb99-4fde-b35b-a8884609a345,79cbcf43-0bb1-49b2-8c36-fd1175c40777,3267.07,2025-13-01T00:00:00
cf20ef49-c966-4c48-a7c4-5b1f58d8516c,21018e69-7f7c-474b-afbc-c7a0816b3004,6311.8,2025-06-23T02:00:00
a9c5dcad-cf6b-4b9a-8f84-df36aed7e3f5,8131dc15-e89f-4a92-b272-7a049d5be102,22430.78,2025-06-08T21:00:00
6436979f-21f8-4d32-8cc4-03500a8b6fb5,5e367cc1-7490-4971-9d01-c562d734f135,9657.1,2025-06-15T07:00:00
9536417c-2e35-4161-98be-0abc34061899,e78d633d-13bd-448d-847c-9eb51bfce227,28759.81,2025-07-01T03:00:00
bf61f6ae-d7b5-4636-a8bc-87df3e459c9e,50022899-2b40-4d68-b7ac-d96c4246c9c5,7619.81,2025-06-23T01:00:00
9b4c59d6-72fb-4b7a-8f49-6f163e1a0e4c,60a2bb2e-a24f-4514-8964-1dd70362f238,1327.75,2025-06-01T12:00:00
7d89fc41-7609-4593-af43-3733fae16dfe,8f43e38a-0a70-4200-b5dd-3bc2e7fd2769,4839.62,2025-07-11T22:00:00
5c6e187a-88b8-4a32-9a9c-e33b4a872382,b53454c9-62b1-451f-8317-3e75ce64c684,1251.49,2025-06-01T01:00:00
1df681f4-f1c4-4e06-84e0-7e1bcdf2d30f,88509f85-d0ca-4ae6-a813-71a036ece55c,17498.32,2025-06-22T17:00:00
184dd215-b52c-43ac-a62e-1daaf735d918,5a538e4f-b2d8-419f-855a-d97f88be0519,9722.37,2025-06-18T14:00:00
2fb1709d-0464-4147-b1b3-f9d160510696,477d8564-0179-427f-97e7-abbe1af10ad0,21905.13,2025-06-07T08:00:00
b3ebd829-919a-4ee2-b841-b285ac240cb8,37fac3df-f8fe-4ae4-ab08-f19141429769,44154.55,2025-06-13T11:00:00
0322b4a7-b76a-4169-9457-749a780ced7a,d25cdc71-a092-4386-b9cc-79fa2bbb7984,5772.2,2025-06-12T11:00:00
07109be0-d4f9-40c6-b144-d64d91d010af,3fc32d2c-ca82-44e8-a5a8-4e575d7414f9,2569.73,2025-06-28T03:00:00
d20b5f1e-4779-45a0-be11-afbd4e063d9e,8c6f85dc-3b4f-4024-899c-5377fa6a0fbd,31783.95,2025-06-03T00:00:00
4c529304-1597-43e7-b232-c255dcd4292e,b44c2d69-1ef2-4c69-b59e-d4aeea00e318,4207.85,2025/06/01
fb311bd5-e675-41a7-81bc-96e5c50a1d19,1c33e1c6-fc05-4545-974c-db0947cc4acc,26793.13,2025-06-27T00:00:00
54001be7-c721-480e-ab7c-13b620170190,4884a674-fdd3-4a03-9591-c886dcb046a1,3642.27,2025-06-18T11:00:00
bcd67a69-3b28-4d28-896e-43019bc6abb7,38063504-9237-4416-b5fe-5212bb363e0f,31372.05,2025-06-04T19:00:00
ec91d555-f309-48e1-95fb-0b40482537e3,2103457a-f71a-4853-92b7-f21a7d15f375,7740.53,2025-06-10T02:00:00
117d115f-c6a2-4617-abb9-b5ed96230f24,2d305e3e-ab80-4f99-80ef-b64ee2be512e,4707.43,2025-07-12T09:00:00
558e9757-0ebb-4271-b9a5-2c06c2684680,6d3d0bee-cf4b-4ed5-85a1-4bf9720698ac,20052.21,2025-06-09T14:00:00
252a6d95-ce81-498f-bc24-876fd661ee99,e16288af-c7a2-452b-8618-1be2f7279f50,222.62,2025-07-12T12:00:00
e7cfdcf3-3a45-4cc2-87c2-0f1d3395b98b,1e6b7517-ddb1-4c15-84fc-6d77bfae9501,34972.85,2025-06-23T06:00:00
da188fd4-635f-4a45-a33b-31b67f3a2c15,663d1572-4343-4f55-b9f5-9804ee2dd5c9,18973.01,2025-06-03T11:00:00
14c6cdf7-5351-4746-8469-c471c011850f,27fa3d9b-f710-4297-a7d0-35578d955d43,35142.34,2025-06-26T18:00:00
d642aa3f-6c89-4d44-b1a5-753b39d7616b,f5da9b8d-5c69-4c92-b7a2-8c53a64d5180,33531.08,2025-06-16T13:00:00
46b75e7c-810d-4ae3-8fa9-f74a1d783121,49fe17c9-f66f-4ecb-8e52-2aa364011b7d,180857.58,2025-07-06T10:00:00
607a47d8-66e0-4ce5-ab94-aa77c75be9f1,9777fce6-86c9-4c2c-b6bd-f6435ec41bf6,122481.73,2025-07-08T08:00:00
641855c2-7980-4fba-ace9-37bef4d262c3,e7c5d1f6-27f7-4007-a276-a81b700ae071,20216.02,2025-06-21T16:00:00
e98d2fee-9af7-4dab-beb9-e54395a67c9c,f5122e4c-3a4a-42c5-af65-e3aa68fcc6ac,-1508.76,2025-07-02T23:00:00
f6d80f60-52e1-49b3-aaef-1f35b1fd8887,fbe003d6-d0db-4da0-889c-6059a22901fe,98267.28,2025-07-04T19:00:00
f18f2bda-cc7c-4357-8c58-c5390a9fece4,5c6f37e6-dceb-4167-83bf-eb23d68f95e5,107912.43,2025-07-05T05:00:00
e2f49786-36e2-46ff-9c60-53e356b57c7c,ffe83fa9-d200-45c8-873a-dab443946b4f,575.03,2025-06-05T04:00:00
bf9043be-e46b-48ec-8953-a2a870ae60e4,56e82d78-e979-4213-837b-77c0f63578ff,46162.43,2025-06-09T01:00:00
3695162b-8ecf-402a-a712-6b56e4b48aa6,f99b191e-5f6d-499c-b23f-598486b654c2,3704.96,2025-06-28T08:00:00
TXN-001,10242e7b-f156-4b0f-8294-cf7ac790356c,664.33,2025-07-11T15:00:00
b05e3469-c2f1-47a5-826e-fa71c1d00f46,cb3ecd81-4ada-4550-92c3-d17214e24a35,36823.09,2025-06-01T04:00:00
4563bcf5-d8a9-4fe8-a813-00111c3d983c,77c3e60c-fc3f-4ca9-a4b9-9ce597182e8f,12433.32,2025-06-08T19:00:00
a7aba21a-9c30-4539-b78f-c3145c3efaff,98eae7a7-006d-4439-9639-c4078549f333,3550.51,2025-06-07T16:00:00
88659f02-dc14-4263-998a-1171f819d8c8,3d2aa7a5-8ab1-4da2-a069-00cb923e2237,22823.18,2025-06-19T06:00:00
7836d8d1-d473-4bdc-b80f-7a9e87e4367d,b98aad36-766f-42d2-b432-49bd23ea1d8e,38555.42,2025-06-13T03:00:00
5b393c48-13f0-43c2-a57c-a077f4a8c3f2,677f3460-42c0-4e57-bb61-eb461ff85f02,32802.59,2025-06-18T18:00:00
7b4cecb3-ad57-4916-b8bd-6bd2ad6ac5a1,ae391ada-6ba3-4fa3-9b47-f2cdc1a6f6ed,46960.98,2025-06-15T16:00:00
7c1653c9-10b1-4dc0-932f-eac838eab660,530f8ada-dc73-4bc9-91a1-77984f44b865,38108.96,2025-06-27T01:00:00
ac387b2d-ab1b-4cae-9c92-7113ca8fb43a,abeb2558-58a7-4220-8350-ac91233f8780,-38.72,2025-07-03T08:00:00
0e74d5b8-e868-4cd7-ae0b-39110e62a4d2,1044e4cd-e1a7-4da5-af89-66491a60547c,199613.89,2025-07-06T15:00:00
ced90678-34ce-4ac7-96e2-d738e6fe04b2,6dfa3376-494f-46eb-9335-05a6a4e3f52d,30925.75,2025-06-02T13:00:00
3e275def-74e9-4f82-9cf4-c266458783b0,4d05ee24-eea5-41c6-b9a8-49a2f8704a2f,5405.57,2025-06-14T21:00:00
65d1fd5f-eb94-4231-9897-1b886e2b2ab4,98bdeee8-8188-4b86-9db8-658202e81ec5,23085.0,2025-06-22T03:00:00
1e9bfe74-bc06-4f05-93c9-14cd814ab1a6,e340cfb8-d182-4f9c-a784-fdf398158f77,5140.48,2025-06-14T01:00:00
542e6485-fa02-48bf-a491-3f28934276dd,0cfb3bd9-3f0c-4892-a3cb-3819db55110b,39891.02,2025-06-25T17:00:00
cdf76b9b-beaa-477f-a81b-083225e013fb,fd44f70d-5461-4e4a-877f-f9d0517fc822,13253.3,2025-06-06T22:00:00
