transaction_id,user_id,amount,timestamp
8809c913-ca79-494d-a76f-fd3307ea677e,10bb52b8-a4da-4a61-95ac-56c613a999e8,74341.88,2025-06-01T00:00:00
5ee0d7a0-9891-480d-8730-1c46382c508d,266464ea-c8a5-42ea-bbf9-2dd7e5776594,113709.93,2025-06-01T01:00:00
dac5952e-58e3-41f8-a804-ef3852e1185b,a3043406-279c-4994-b373-a956c7dd6398,93152.47,2025-06-01T02:00:00
a5bbbea1-ad28-4383-bff7-9a41fa43f67b,33dfdd50-105d-47d5-9660-11e680b8f9ca,73363.81,2025-06-01T03:00:00
f7075cf2-e4cb-4af8-bb73-4222ef4931fb,0b78a38b-b6d2-4378-9071-83a6c04ae782,173516.77,2025-06-01T04:00:00
9c99ecdc-d553-4afc-b507-df089753a17f,aba9959e-38f2-4d72-9172-893f4a190a20,119958.24,2025-06-01T05:00:00
be0ce07c-c018-41c7-a70f-e17b1f4d6b4e,1ef945d3-2b2d-4cbb-8c31-58b37458d5ef,169284.18,2025-06-01T06:00:00
7c0c615e-f5bd-4564-b8e8-e44aaed016d1,a54352b5-9167-4a09-8452-4e4f72efdf3e,190392.24,2025-06-01T07:00:00
19d52c8c-e97c-4b3d-a514-eb2c1fec99d5,341e44ba-b38b-4739-8369-53394757f89e,112475.04,2025-06-01T08:00:00
ef209da2-39ba-4fe4-b37d-651215e507d2,0d4f5bc9-0137-48ba-bdb8-8f4b6926b5f4,59090.72,2025-06-01T09:00:00
1840637b-8a70-40cf-b955-845ca23eb1cd,479bd99a-ad57-404c-ad08-94bd1bb675c8,118343.4,2025-06-01T10:00:00
c7dc3902-df8f-46b0-8a3e-44cce7bbea28,5aec7af0-2b1b-4503-9919-35f8bfce8d46,95381.57,2025-06-01T11:00:00
329efd98-a19b-4a24-87cf-731ba7f9cba3,8e964714-ad37-43d0-afc5-0aeae4b51241,187700.03,2025-06-01T12:00:00
83d98aa0-4a67-4cdc-a545-a1e62156e4e6,e102e76b-a1e8-4157-ab6f-1ceca1a14da9,111103.66,2025-06-01T13:00:00
4b775445-f1d4-4b78-8b56-af68e71ae1e3,cd7cb1d3-ffe4-4c91-9569-6ce2b3a128b9,136458.32,2025-06-01T14:00:00
29bab6bc-1b27-4655-99e3-48aba111de67,b4b57b93-8507-4a8d-95a2-2d94f375d9c4,106029.43,2025-06-01T15:00:00
fb48a017-ffe9-46d3-8c0e-72a389907e1b,66e3e55d-a79b-4303-a8f0-2a0263855e10,82525.81,2025-06-01T16:00:00
626956f4-dd28-4084-8c43-05af2509eebe,c4bb0c67-db7d-40d7-90ba-105990802474,173414.76,2025-06-01T17:00:00
e2787d43-a341-40d8-accf-3d553406a998,0cddc615-956f-406f-9148-f3a124aeec7f,101581.91,2025-06-01T18:00:00
df89c010-36f7-409a-aefb-d360be3499a2,75a66de0-aad7-4349-9862-e03fbee97332,131561.86,2025-06-01T19:00:00
4c7ca20c-cc14-4819-9ab1-b1fefb063718,ada5040b-0ab1-47d8-9f59-197be20bcc0b,149223.79,2025-06-01T20:00:00
a2ef7013-95c8-4b6d-9a8f-7b490d297fb6,b83ba777-1947-4cfa-92e6-d318c980d796,96837.51,2025-06-01T21:00:00
f7a54e1a-8128-4aa8-8141-e799bace9c10,8ede1e26-c9e9-4166-a301-cda66a3ef3eb,66061.38,2025-06-01T22:00:00
bc689e27-cb2f-4233-ae62-92df5da7351a,dc93f047-96b1-4c18-9c3d-495456e26d9e,117281.85,2025-06-01T23:00:00
af54c7cb-ba4c-4d50-9b56-659f41f60a59,a49adf3f-8921-4e14-bb79-22f01c43f236,176350.98,2025-06-02T00:00:00
656f8f66-1f02-43cd-b3b7-726056b4a327,c0269577-a6f1-4526-8ba5-6f55db0f2bd1,192022.18,2025-06-02T01:00:00
c13d3e15-7b86-4133-a0c0-4b5ea9280d09,b556c182-3df6-429d-8ce3-4b120ebf6c23,53550.41,2025-06-02T02:00:00
13e6a838-8511-4af2-89e6-ddb0441e80b9,77634f29-e749-4c8b-9aab-bdeadb36b3b4,154191.74,2025-06-02T03:00:00
a13bd345-dbed-4663-8c3f-31a622a720c6,7f2498d0-a75d-4a57-acf0-53e96bf693e0,102110.64,2025-06-02T04:00:00
12196974-0398-491e-8dbd-b25597cc3aaf,256512e4-ff4c-4a9a-aa86-5474be83d794,62058.98,2025-06-02T05:00:00
53145ca2-b716-40dc-afce-b7fb1864cc6c,399cc2c1-3bb0-43ae-8642-5b4f2d51e021,66364.79,2025-06-02T06:00:00
2849df2d-fb12-48c9-b650-eb4cb06f5bab,fd4737b2-d7c5-4d6c-89d4-c748d514239b,187035.78,2025-06-02T07:00:00
aba57bd4-8ea7-48cb-a97f-9d4d52fc51d7,dd715934-3610-469c-9675-20c58582db73,86386.8,2025-06-02T08:00:00
c079f74f-a930-48ca-b25a-309538ea2a5b,74ec7e76-195a-4743-be54-a1e4bff1ee44,139974.14,2025-06-02T09:00:00
60a277e1-cd39-497b-b8d2-85ab1e101ef8,bfbaf8a4-6527-4232-ad5c-09f81fe18c73,52733.23,2025-06-02T10:00:00
432f2636-31d7-41fa-b68e-c669f6e80eed,e4f28457-2a24-4e89-a0cb-0bddd88edb5b,175370.06,2025-06-02T11:00:00
cdf908e4-963c-4c12-ab28-17428e2d20ec,f29c0291-b0cb-4464-9cde-3ce0eaac6fa5,125381.57,2025-06-02T12:00:00
f306fb3a-1407-4d22-ae3a-afa183784563,7d8f0454-b793-4fc7-854a-bd937ca1be8b,151305.26,2025-06-02T13:00:00
702e3d52-6cf9-4553-a6ed-73c50d0dbd5b,7c66608b-3623-414d-82a8-4d02a3453904,193765.24,2025-06-02T14:00:00
31278976-374f-47f6-9822-b9bbf1d60b54,416964db-85d0-4956-87ec-4b46d8dc6982,144502.57,2025-06-02T15:00:00
36a3d6f0-afb7-4d34-ac2a-873ebde495d2,20959003-f829-4d3d-b32c-b9be5a71c92e,130600.67,2025-06-02T16:00:00
b1f8b72b-6f41-45c9-b1d8-c8d7ff4e4c82,5b386e8b-403d-4cba-a962-3f110658ea90,189690.24,2025-06-02T17:00:00
bd4b329b-fe73-402c-8259-2a9f0fb24d58,31316cfa-01f7-48ac-8942-01871bb9dbff,185881.84,2025-06-02T18:00:00
2a7d6dc3-b4b4-499a-93d5-c04c95c082ed,cd6a3aa9-baeb-4d34-8810-82c51d859ca3,196390.14,2025-06-02T19:00:00
c93c9638-00f0-4d35-9c4a-854098a403a8,77fdd021-b845-45ec-b4b9-a1c653d40263,83171.12,2025-06-02T20:00:00
42d47cf2-d8b6-46e1-a247-d3de5f43e25f,4e6b3188-ab6d-43d4-a2f1-6b8e254a5cfb,143652.39,2025-06-02T21:00:00
dc1879ea-42b6-40db-a16b-29e986ad1fa3,a5081531-f632-447a-9588-f0d84228b41f,187259.99,2025-06-02T22:00:00
fd58f417-e7b0-4cb8-b931-d44df3948aae,cf7d1f5e-2c11-403f-84b8-a9193bd1109a,107353.83,2025-06-02T23:00:00
1f229393-1b7f-45f9-8841-892163d0061d,1dc98103-263d-4ea1-ab32-04ef620a6a6b,54970.55,2025-06-03T00:00:00
4e6b5d21-6b2a-42ce-b0a4-5bb790a84120,5e3b9b38-ce49-4992-b361-0b1706c00fe8,97961.6,2025-06-03T01:00:00
52db6573-4284-4ce1-af4b-9ace5d7b9287,2b7aebc6-9c46-41fd-b35a-dbe7dcc11ce9,91368.29,2025-06-03T02:00:00
ccd7662b-878e-4e95-bd6f-23ebf81912f5,836de80e-a936-4338-850e-9cb8c4089c93,161862.11,2025-06-03T03:00:00
35d52fa4-0d9f-4fb6-bdc1-f3876e8e1800,f1616ccb-d2a3-44ea-8946-f3ba0f557b68,50552.02,2025-06-03T04:00:00
d9115e23-76be-4716-988a-746ea0a17630,c3c59715-a65d-4c2f-8faa-0c365a626447,78656.65,2025-06-03T05:00:00
2379dcf4-a678-4c15-b135-abadcee2a6cb,94322594-3e4d-4b5c-864b-10e4ef26af06,99963.12,2025-06-03T06:00:00
69bbeacd-a353-4407-a714-efd808d6f0de,d517fb7b-c30b-4f09-ba73-ac7d17e2c931,152916.7,2025-06-03T07:00:00
df7f5bf1-8b6c-4b16-ab99-e65811fda801,8c5990bf-c0e5-48a0-9f83-e77ca5b82d99,189248.1,2025-06-03T08:00:00
df011bea-31de-40ba-9e69-26af57b21a1e,95201beb-f055-48e7-8682-4557a5c4abbc,84955.44,2025-06-03T09:00:00
e945edc6-014a-47a8-b46f-1e905f2c78aa,e3eb273c-d6de-421b-a535-70644bffd71d,52627.79,2025-06-03T10:00:00
